Business_Name,Business_Address,License_Type,City,State,Latitude,Longitude,,,
PEI WEI ASIAN DINER,200 QUEBEC STBLDG 100 #115 ,Hotel / Restaurant,Denver,CO,39.7200488,-104.9017068,,,
DOWNING STREET LIQUORS,1038 E 22ND AVE,Retail,Denver,CO,39.749286,-104.9737051,,,
SMASHBURGER #1009,7305 E 35TH AVEUNIT 165 ,Hotel / Restaurant,Denver,CO,39.766007,-104.9018667,,,
"LIGHTHOUSE WRITERS WORKSHOP, INC",2644 W 32ND AVE,Special Events,Denver,CO,39.7618863,-105.0202467,,,
COLORADO CONVENTION CENTER,700 14TH ST,Hotel / Restaurant,None,None,39.742615,-104.9965725,,,
GLOBE HALL,4483 N LOGAN ST,Tavern,Denver,CO,39.778064,-104.9825518,,,
KAOS PIZZERIA,1439 S PEARL ST,Hotel / Restaurant,Denver,CO,39.6904827,-104.9806654,,,
ANGELINA'S ITALIAN RESTAURANT,8100 W CRESTLINE AVESUITE # A-13 ,Hotel / Restaurant,Denver,CO,39.6171659,-105.0892107,,,
UNITY ON THE AVENUE,4670 E 17TH AVENUE PKWY,Special Events,Denver,CO,39.7431597,-104.9323375,,,
TRADER JOE'S #310,790 N COLORADO BLVD,Retail,Denver,CO,39.729083,-104.9402984,,,
MARIA EMPANADA,1700 PLATTE STSTE 160 ,Hotel / Restaurant,Denver,CO,39.758634,-105.0059349,,,
DEVON'S PUB,4992 E HAMPDEN AVE,Tavern,Denver,CO,39.6527084,-104.9308318,,,
"GLYNN GLENN, LLC",1620 PLATTE ST B ,Retail,Denver,CO,39.757536,-105.007684,,,
PLAYA AZUL II,1423 S FEDERAL BLVD,Hotel / Restaurant,Denver,CO,39.690552,-105.0254694,,,
WAHOO'S FISH TACO,1233 S COLORADO BLVD,Hotel / Restaurant,Denver,CO,39.6944068,-104.94103,,,
CHIPOTLE MEXICAN GRILL,3600 W 32ND AVEUNIT A ,Hotel / Restaurant,Denver,CO,39.761971,-105.03489,,,
HOPDODDY BURGER BAR,1747 WYNKOOP ST,Hotel / Restaurant,Denver,CO,39.7536567,-104.9991581,,,
MADDIE'S RESTAURANT,2425 S DOWNING ST,Hotel / Restaurant,Denver,CO,39.6726917,-104.973648,,,
LA BOHEME,1443 STOUT ST,Tavern,Denver,CO,39.7448168,-104.994952,,,
COMMON GROUNDS A COFFEEHOUSE,2139 W 44TH AVE,Hotel / Restaurant,Denver,CO,39.7767146,-105.0130746,,,
CARNITAS ESTILO MICHOACAN,3001 W EVANS AVE,Retail,Denver,CO,39.6790782,-105.026159,,,
CUT RATE LIQUOR,1537 S FEDERAL BLVD,Retail,Denver,CO,39.6885983,-105.0254916,,,
SHELL,1901 S SHERIDAN BLVD,Retail,Denver,CO,39.6819397,-105.0536866,,,
VOLUNTEERS FOR OUTDOOR COLORADO,2210 CALIFORNIA ST,Special Events,Denver,CO,39.7508133,-104.9844004,,,
DENVER URBAN SCHOLARS,2219 W 32ND AVE,Special Events,Denver,CO,39.7622797,-105.0133029,,,
JAZZ AT JACK'S,500 16TH STSUITE 320 ,Tavern,None,None,39.7435364,-104.9913688,,,
SAFEWAY STORE #2246,757 E 20TH AVE,Retail,Denver,CO,39.748482,-104.9775367,,,
TAQUERIA MI PUEBLO,2300 FEDERAL BLVD,Hotel / Restaurant,Denver,CO,39.751522,-105.024815,,,
THE 1UP ON COLFAX,717 E COLFAX AVE,Tavern,Denver,CO,39.7401722,-104.9781499,,,
SHELIFT,144 W COLFAX AVE,Special Events,Denver,CO,39.7396815,-104.989543,,,
NORDSTROM BAZILLE,2810 E 1ST AVE,Hotel / Restaurant,Denver,CO,39.7172026,-104.9550336,,,
MOE'S ORIGINAL BAR B QUE,530 BROADWAY ,Hotel / Restaurant,Denver,CO,40.7232723,-73.9986519,,,
WOMEN'S TRANSPORATION SEMINAR OF COLORADO,2000 E BUCHTEL BLVD,Special Events,Denver,CO,39.6832473,-104.9638214,,,
KING SOOPERS #19,3100 S SHERIDAN BLVD,Retail,Denver,CO,39.6554047,-105.0495086,,,
HACIENDA COLORADO,4100 E MEXICO AVEUNIT G ,Hotel / Restaurant,Denver,CO,39.6852294,-104.9379727,,,
LITTLE OLLIES,2364 E 3RD AVE,Hotel / Restaurant,Denver,CO,39.720822,-104.9584848,,,
SMOKIN YARD'S BBQ,900 W 1ST AVESUITE 100 ,Hotel / Restaurant,Denver,CO,39.7180289,-104.9989028,,,
GIGGLING GRIZZLY,1320 20TH ST,Hotel / Restaurant,Denver,CO,39.7532621,-104.9933088,,,
SPIN ENTERPRISES INC,2041 LAWRENCE ST,Special Events,Denver,CO,39.7530434,-104.9912319,,,
MEZCAL RESTAURANT LLC,3230 E COLFAX AVE,Hotel / Restaurant,Denver,CO,39.7399581,-104.9487874,,,
BAYON LIQUORS,3101 E COLFAX AVE,Retail,Denver,CO,39.7403209,-104.9511369,,,
FRUITION RESTAURANT,1313 E 6TH AVE,Hotel / Restaurant,Denver,CO,39.7257156,-104.971309,,,
SOBO LIQUORS LLC,2035 S BROADWAY UNIT B ,Retail,Denver,CO,39.6796281,-104.9878777,,,
BROOKLYN'S FINEST PIZZA,5007 N LOWELL BLVD,Hotel / Restaurant,Denver,CO,39.787734,-105.0350577,,,
WHOLE FOODS MARKET,2375 E 1ST AVE,Retail,Denver,CO,39.7185829,-104.9576861,,,
VIC'S LIQUORS,7305 E 35TH AVE UNIT 120 ,Retail,Denver,CO,39.766007,-104.9018667,,,
APB ENTERPRISES DBA BEAR VALLEY WINE & SPIRITS,3100 S SHERIDAN BLVDUNIT F ,Retail,Denver,CO,39.6554047,-105.0495086,,,
DENVER ART SOCIETY,734 N SANTA FE DR,Special Events,Denver,CO,39.728044,-104.9984705,,,
ABYSSINIA MARKET CAFE,4116 E COLFAX AVE,Hotel / Restaurant,Denver,CO,39.7399564,-104.9390451,,,
CROWN LANES,2325 S FEDERAL BLVD,Tavern,Denver,CO,39.6740042,-105.0275239,,,
SPRUCE,4252 N TENNYSON ,Hotel / Restaurant,Denver,CO,39.7749073,-105.0437552,,,
SAFEWAY STORE NO 244,3800 W 44TH AVE,Retail,Denver,CO,39.7759618,-105.0368265,,,
GARNER GALLERIA THEATRE,1385 CURTIS STUNIT 1B ,Arts,Denver,CO,39.7448284,-104.9974312,,,
MOON RIVER ASIAN BISTRO INC,320 BROADWAY SUITE C ,Hotel / Restaurant,Denver,CO,39.721254,-104.9870406,,,
ST DOMINIC PARISH,2905 N FEDERAL BLVD,Special Events,Denver,CO,39.7590324,-105.0258347,,,
MILO'S SPORTS TAVERN,6495 E EVANS AVE,Hotel / Restaurant,Denver,CO,39.678816,-104.9131975,,,
PATXI'S PIZZA,1598 E 17TH AVE,Hotel / Restaurant,Denver,CO,39.7430776,-104.9688201,,,
GRIMALDI'S PIZZERIA,500 16TH STUNIT 128 ,Hotel / Restaurant,Denver,CO,39.7435364,-104.9913688,,,
OUZO LIQUOR,7150 LEETSDALE DR # 308 ,Retail,Denver,CO,39.6976396,-104.9052137,,,
OSAKA,3940 E EXPOSITION AVE,Hotel / Restaurant,Denver,CO,39.7037026,-104.9416012,,,
PARK BURGER,1890 S PEARL ST,Hotel / Restaurant,Denver,CO,39.6822592,-104.9803737,,,
DENVER ZINE LIBRARY,144 W COLFAX AVE,Special Events,Denver,CO,39.7396815,-104.989543,,,
HOLIDAY INN DENVER EAST STAPLETON,3333 N QUEBEC ST,Hotel / Restaurant,Denver,CO,39.7643116,-104.9040306,,,
BISHOP'S,3550 W 38TH AVESTE 40 ,Hotel / Restaurant,Denver,CO,39.7690125,-105.033356,,,
DOWNTOWN PHILLIPS,2757 SPEER BLVD,Retail,Denver,CO,39.7562567,-105.0162844,,,
TOM & JERRY'S LIQUOR STORE,1410 S SHERIDAN BLVD 3 ,Retail,Denver,CO,39.689864,-105.052684,,,
PANDEMIC COLLECTIVE,5138 W 29TH AVE,Special Events,Denver,CO,39.7582882,-105.0530702,,,
THE NEW DANCE THEATRE INCORPORATED,119 PARK AVE,Special Events,Denver,CO,39.7479028,-104.9784441,,,
PINEHURST COUNTRY CLUB,6255 W QUINCY AVE,Special Events,Denver,CO,39.6410585,-105.0680637,,,
LITTLES LIQUORS,2390 S DOWNING ST,Retail,None,None,39.6733968,-104.9731574,,,
HIGHLAND TAVERN,3400 NAVAJO ST,Tavern,Denver,CO,39.764588,-105.003903,,,
THE HANGOVER,770 N SHERIDAN BLVD,Tavern,Denver,CO,39.7288081,-105.0528885,,,
LE MERIDIEN DENVER /AC HOTEL,1475 CALIFORNIA ST,Hotel / Restaurant,Denver,CO,39.7442615,-104.9938381,,,
PROOF WINE & SPIRITS,3360 LARIMER ST,Retail,Denver,CO,39.7657432,-104.9756448,,,
NEIGHBORS @ PARK HILL,2202 KEARNEY ST,Hotel / Restaurant,Denver,CO,39.7495051,-104.9172918,,,
OUTBACK STEAKHOUSE #610,8601 W CROSS DR,Hotel / Restaurant,Denver,CO,39.6156128,-105.093956,,,
7-ELEVEN STORE 35536B,450 FEDERAL BLVD,Retail,Denver,CO,39.7230981,-105.0248444,,,
GOOD SHEPHERD CATHOLIC PARISH IN DENVER,620 N ELIZABETH ST,Special Events,Denver,CO,39.7260899,-104.9563171,,,
THE BLUE ICE,22 BROADWAY ,Tavern,Denver,CO,39.7170296,-104.9872213,,,
7-ELEVEN STORE 34330B,3810 FEDERAL ,Retail,Denver,CO,39.7696465,-105.024739,,,
ALLIANCE FRANCAISE DE DENVER,715 S FOREST STBLDG 1 ,Special Events,Denver,CO,39.703113,-104.927312,,,
SALON JOA,7155 E COLFAX AVE,Hotel / Restaurant,Denver,CO,39.7403062,-104.9054323,,,
DEVILS FOOD,1020 S GAYLORD ST,Hotel / Restaurant,Denver,CO,39.698032,-104.9615749,,,
RISE & SHINE,5126 W 29TH AVE,Tavern,Denver,CO,39.7582911,-105.0527505,,,
SAVE-A-LOT LEETSDALE,7150 LEETSDALE DR# 350 ,Retail,Denver,CO,39.6976396,-104.9052137,,,
MAMMOTH ARTS FOUNDATION,2041 LAWRENCE ST,Special Events,Denver,CO,39.7530434,-104.9912319,,,
WEST EVANS CONOCO,2110 S FEDERAL BLVD,Retail,Denver,CO,39.6782189,-105.0245563,,,
BLO - BLOW DRY BAR,5080 E HAMPDEN AVE,Hotel / Restaurant,Denver,CO,39.6526589,-104.9279281,,,
ACCELERATED SCHOOLS,2160 S COOK ST,Special Events,Denver,CO,39.6771796,-104.9472364,,,
REDLINE,2350 ARAPAHOE ST,Special Events,Denver,CO,39.7547613,-104.9862566,,,
THE HANGAR BAR,8001 E COLFAX AVE,Tavern,Denver,CO,39.7403596,-104.8950635,,,
DENVER TED'S,2020 LAWRENCE ,Hotel / Restaurant,Denver,CO,39.7522847,-104.9911634,,,
HOLY FAMILY CATHOLIC PARISH IN DENVER,4377 N UTICA ST,Special Events,Denver,CO,39.7761173,-105.0454675,,,
MY GOODS MARKET #6546,7680 PENA BLVD,Retail,Denver,CO,39.8362738,-104.7198427,,,
CVS/PHARMACY #10784,3770 N SHERIDAN BLVD,Retail,Denver,CO,39.7688401,-105.0528637,,,
BLUE PAN PIZZA,3509 E 12TH AVE,Hotel / Restaurant,Denver,CO,39.7353571,-104.9457904,,,
WHIMSY PAINT AND SIP,8246 E NORTHFIELD BLVDSUITE 1425 ,Tavern,Denver,CO,39.7820744,-104.8926934,,,
YZ SYRACUSE MARKET,1131 SYRACUSE ST,Retail,Denver,CO,39.7337111,-104.8992147,,,
PEARL WINE COMPANY LLC,1886 S PEARL ST,Retail,Denver,CO,39.6823412,-104.9803255,,,
AMBLI GOURMET EATERY & WINE,600 S HOLLY STUNIT 114 ,Hotel / Restaurant,Denver,CO,39.70573,-104.921809,,,
THERE WITH CARE,2000 E BUCHTEL BLVD,Special Events,Denver,CO,39.6832473,-104.9638214,,,
COLORADO BEVERAGE COMPANY,5080 N CENTRAL PARK BLVD,Retail,Denver,CO,39.7900767,-104.8820352,,,
SMASH BURGER & BAR,9100 PENA BLVD# CC-14 ,Hotel / Restaurant,Denver,CO,39.7392,-104.9903,,,
MICI HANDCRAFTED ITALIAN,2373 N CENTRAL PARK BLVD UNIT 107 ,Hotel / Restaurant,Denver,CO,39.7513027,-104.8898403,,,
THIRSTY LION GASTROPUB & GRILL,201 N COLUMBINE STUNIT 100 ,Hotel / Restaurant,Denver,CO,39.7196136,-104.957384,,,
CROWNE PLAZA,1450 GLENARM PL,Hotel / Restaurant,Denver,CO,39.7424191,-104.9917796,,,
ACOVA,3651 N NAVAJO ST,Hotel / Restaurant,Denver,CO,39.7677766,-105.004247,,,
CONNOISSEUR ENCOUNTERS COMPANY INC.,1920 MARKET ST,Retail,Denver,CO,39.7528158,-104.993984,,,
MOXY HOTEL CHERRY CREEK,240 N JOSEPHINE ST,Hotel / Restaurant,Denver,CO,39.7203591,-104.95796,,,
SPICY THAI II,2235 ONEIDA ST,Hotel / Restaurant,Denver,CO,39.750525,-104.908646,,,
BANDS FOR LANDS,101 W 14TH AVENUE PKWY,Special Events,Denver,CO,39.7381691,-104.988847,,,
LOLA,1575 BOULDER ST #C ,Hotel / Restaurant,Denver,CO,39.7592302,-105.0109062,,,
PARK HILL GOLF COURSE,4141 E 35TH AVE,Special Events,Denver,CO,39.7709314,-104.9361026,,,
YOUTH ON RECORD,144 W COLFAX AVE,Special Events,Denver,CO,39.7396815,-104.989543,,,
FOOD FOR THOUGHT DENVER,4895 W 38TH AVE,Special Events,Denver,CO,39.7695306,-105.0495998,,,
7-ELEVEN STORE 38357A,4908 N HAVANA ST,Retail,Denver,CO,39.7870526,-104.8653643,,,
DAGAR,2000 LAWRENCE ST,Hotel / Restaurant,Denver,CO,39.7523432,-104.9914165,,,
SHELBY'S,519 18TH ST,Tavern,Denver,CO,39.7461166,-104.9882193,,,
SHERATON DENVER DOWNTOWN HOTEL,1550 COURT PL,Hotel / Restaurant,Denver,CO,39.7418106,-104.9892235,,,
BROOKLYN'S AT THE PEPSI CENTER,901 AURARIA PKWY,Hotel / Restaurant,Denver,CO,39.7470324,-105.0075737,,,
LOS CARBONCITOS,3755 N PECOS ST,Hotel / Restaurant,Denver,CO,39.7690786,-105.0067513,,,
G'S LOCAL BTW,2200 MARKET STUNIT 114 ,Hotel / Restaurant,Denver,CO,39.7558314,-104.9900908,,,
JAIME'S MEXICAN RESTAURANT,1910 S DEPEW ST,Tavern,Denver,CO,39.6816507,-105.0570657,,,
WINGSTOP,8100 W CRESTLINE AVE,Hotel / Restaurant,Denver,CO,39.6171659,-105.0892107,,,
LOW COUNTRY KITCHEN,1575 BOULDER  A ,Hotel / Restaurant,Denver,CO,39.7592302,-105.0109062,,,
WISH OF A LIFETIME,970 N YUMA ST,Special Events,Denver,CO,39.7322664,-105.0147409,,,
FRENCH 75,717 17TH SUITE B ,Hotel / Restaurant,Denver,CO,39.746868,-104.9911862,,,
MILLERS AND ROSSI,3542 WALNUT ST,Tavern,Denver,CO,39.7680082,-104.9744353,,,
THE DAM GRILLE SPORTS & TAP ROOM,8000 E QUINCY AVEUNIT 1500 ,Hotel / Restaurant,Denver,CO,39.6383663,-104.8969615,,,
TAMALES BY LA CASITA,3561 N TEJON ST,Hotel / Restaurant,Denver,CO,39.7664218,-105.0115909,,,
COLORADO BOYS RANCH FOUNDATION,4303 N BRIGHTON BLVD,Special Events,Denver,CO,39.7780161,-104.9704646,,,
BBQ SUPPLY CO,2180 S DELAWARE ST,Tavern,Denver,CO,39.6769827,-104.9920535,,,
PIEOLOGY,1147 N BROADWAY STE 103 ,Hotel / Restaurant,Denver,CO,39.734927,-104.987821,,,
MI CASA RESOURCE CENTER,1437 N BANNOCK ST,Special Events,Denver,CO,39.7392435,-104.9910272,,,
BEATRICE & WOODSLEY,38 S BROADWAY ,Hotel / Restaurant,Denver,CO,39.7158438,-104.9872152,,,
SHELL,4650 PEORIA ST,Retail,Denver,CO,39.7810082,-104.8466602,,,
QUEEN OF SHEBA ETHIOPIAN RESTAURANT,7225 E COLFAX AVE,Hotel / Restaurant,Denver,CO,39.7404742,-104.9044587,,,
WINGS OVER THE ROCKIES AIR & SPACE MUSEUM,7711 E ACADEMY BLVD,Special Events,Denver,CO,39.7210879,-104.8952687,,,
SALT & GRINDER,3609 W 32ND AVE,Hotel / Restaurant,Denver,CO,39.7622713,-105.0348772,,,
ARGONAUT WINE & LIQUOR STORE INC.,760 E COLFAX ,Retail,Denver,CO,39.7396485,-104.9778773,,,
BERTHAS,900 N JERSEY ST,Hotel / Restaurant,Denver,CO,39.7002274,-104.9195859,,,
DENVER FINE WINES,100 S MADISON STSTE 3B ,Retail,Denver,CO,39.7144883,-104.9459582,,,
RINO 5K,2701 LARIMER ST,Special Events,Denver,CO,39.7597391,-104.9841798,,,
PROTECT OUR  WINTERS,144 W COLFAX AVE,Special Events,Denver,CO,39.7396815,-104.989543,,,
EL CENTRO SU TEATRO,721 SANTA FE DR,Arts,Denver,CO,39.7277691,-104.9988656,,,
EL SAMPA TAQUERIA-BAR,2321 W EVANS AVE,Tavern,Denver,CO,39.6790114,-105.0148094,,,
DIO MIO,3264 LARIMER ST,Hotel / Restaurant,Denver,CO,39.7647832,-104.9768086,,,
STEVE'S SNAPPIN' DOGS,3525 E COLFAX AVE,Hotel / Restaurant,Denver,CO,39.7403821,-104.9457072,,,
EAST TAO,955 N LINCOLN STUNIT I ,Hotel / Restaurant,Denver,CO,39.7313958,-104.9865269,,,
SUSHI-RAMA,2615 LARIMER ST,Hotel / Restaurant,Denver,CO,39.7590215,-104.9852473,,,
UPTOWN WINES BEER & SPIRITS,1936 PENNSYLVANIA ST,Retail,Denver,CO,39.7465282,-104.9808216,,,
ZUNI CONOCO,2727 ZUNI ST,Retail,None,None,39.7567378,-105.0162246,,,
DENVER CHOP HOUSE,8700 PENA BLVD CONC A ,Hotel / Restaurant,Denver,CO,39.8538181,-104.6739089,,,
7-ELEVEN STORE 33630A,820 16TH STSUITE 100 ,Retail,Denver,CO,39.7462378,-104.9938793,,,
REVERIE LIVING,2910 E 3RD AVE,Arts,Denver,CO,39.7208057,-104.9528979,,,
ERITREAN COMMUNITY IN COLORADO,6677 LEETSDALE DR,Special Events,Denver,CO,39.7021713,-104.9106427,,,
LOWES AVANZA #118,1320 S FEDERAL BLVD,Retail,Denver,CO,39.6924999,-105.0241454,,,
"LODO LIQUOR & WINE, LLC DBA MR. B'S WINE & SPIRITS",2101 MARKET STUNIT A ,Retail,Denver,CO,39.7553001,-104.991734,,,
TAP FOURTEEN,400 E 19TH AVE,Hotel / Restaurant,Denver,CO,39.7457522,-104.9820118,,,
"VITAMIN COTTAGE NATURAL FOOD MARKETS, INC",3757 N BRIGHTON BLVD,Retail,Denver,CO,39.7729204,-104.9759406,,,
SMASHBURGER,1201 16TH ST UNIT 106 ,Hotel / Restaurant,Denver,CO,39.7491066,-104.9969853,,,
"SOUTH SHERIDAN ENTERPIRSES, INC.",1945 S SHERIDAN BLVDSUITE 101 ,Retail,Denver,CO,39.6811494,-105.0551935,,,
THUMP COFFEE,1201 E 13TH ,Hotel / Restaurant,Denver,CO,39.9362127,-105.0592288,,,
CREPES 'N CREPES,1512 LARIMER ST UNIT 6R ,Hotel / Restaurant,Denver,CO,39.748479,-104.9975977,,,
WARM COOKIES OF THE REVOLUTION,5138 W 29TH AVE,Special Events,Denver,CO,39.7582882,-105.0530702,,,
PEPE'S LIQUORS,535 E 45TH AVE,Retail,Denver,CO,39.7785104,-104.9806197,,,
FEDERAL LIQUORS,3755 N FEDERAL BLVD,Retail,Denver,CO,39.7685649,-105.0255536,,,
OCHO BROADWAY DBA BAKER WINE & SPIRITS,440 N BROADWAY ,Retail,Denver,CO,39.7232311,-104.9872866,,,
DENVER CHILDREN'S ADVOCACY CENTER,400 N SANTA FE DR,Special Events,Denver,CO,39.7228074,-104.9983527,,,
TAJ MUTT HAL,3478 W 32ND AVE,Arts,Denver,CO,39.7619729,-105.0341213,,,
HUDSON HILL,619 E 13TH ,Tavern,Denver,CO,39.7370202,-104.979404,,,
THE MATADOR,3496 W 32ND AVE,Hotel / Restaurant,Denver,CO,39.7619774,-105.0344344,,,
VAGO STORES INC.,500 16TH ST 136 ,Retail,Denver,CO,39.743672,-104.9910235,,,
LOWRY BEER GARDEN,7577 E ACADEMY BLVD,Tavern,Denver,CO,39.7202975,-104.8963005,,,
FLAGSTONE'S/EGGCETERA,455 S COLORADO BLVD,Hotel / Restaurant,Denver,CO,39.7079999,-104.9412907,,,
HAMPTON INN & SUITES DENVER TECH CENTER,5001 S ULSTER ST,Hotel / Restaurant,Denver,CO,39.6266928,-104.8961355,,,
THE UROLOGY CENTER OF COLORADO FOUNDATION,2777 MILE HIGH STADIUM CIR,Special Events,Denver,CO,39.7484674,-105.0216414,,,
TOBIN'S LIQUORS,4100 W COLFAX AVE,Retail,Denver,CO,39.7401391,-105.0407189,,,
BAR LOUIE DENVER,8332 E NORTHFIELD BLVD,Hotel / Restaurant,Denver,CO,39.7807226,-104.8908536,,,
CANTINA GRILL,8400 PENA BLVD #T6-0A ,Hotel / Restaurant,Denver,CO,39.853558,-104.6738392,,,
ROCKY MOUNTAIN ROLLERGIRLS,2375 S DELAWARE ST,Special Events,Denver,CO,39.6735881,-104.9924062,,,
CHOCOLATE LAB,2504 E COLFAX ,Hotel / Restaurant,Denver,CO,39.739875,-104.9571821,,,
GRAPEVINE WINE & LIQUORS,900 S MONACO PKWYUNIT 1 & 2 ,Retail,Denver,CO,39.6998854,-104.9121482,,,
BLACK CROW GALLERY,144 W 12TH AVE,Arts,Denver,CO,39.7351222,-104.9899909,,,
PUBLIC SCHOOL 303,1959 16TH ST,Hotel / Restaurant,Denver,CO,39.7537534,-105.002923,,,
ROOTDOWN DIA,8500 PENA BLVD,Hotel / Restaurant,Denver,CO,39.8587343,-104.6737705,,,
CANA WINE AND LIQUORS,3165 W 38TH ,Retail,Denver,CO,39.7696479,-105.0291916,,,
CAFE MERCATO,7561 E ACADEMY BLVD,Hotel / Restaurant,Denver,CO,39.7190888,-104.8968275,,,
INTERSTATE KITCHEN & BAR,1001 N SANTA FE DR,Hotel / Restaurant,Denver,CO,39.7322112,-104.9988101,,,
"GLYNN GLENN, LLC",1620 PLATTE ST,Retail,Denver,CO,39.7571682,-105.0074367,,,
HILTON DENVER CITY CENTER,1701 CALIFORNIA ST,Hotel / Restaurant,None,None,39.7473222,-104.9903256,,,
WISH FOR WHEELS,7591 E ACADEMY BLVD,Special Events,Denver,CO,39.7191203,-104.8970475,,,
HYATT REGENCY DENVER TECH CENTER,7800 E TUFTS AVE,Hotel / Restaurant,Denver,CO,39.6303028,-104.8990094,,,
THE DENVER TEA ROOM AND COFFEE SALON,1165 S BROADWAY ,Hotel / Restaurant,Denver,CO,39.6951255,-104.9877629,,,
STAR KITCHEN,2917 W MISSISSIPPI AVE,Hotel / Restaurant,Denver,CO,39.6973267,-105.0241825,,,
7-ELEVEN STORE 34683B,2201 S SHERIDAN BLVD,Retail,Denver,CO,39.6753689,-105.0537551,,,
SHELL,7285 E HAMPDEN AVE,Retail,Denver,CO,39.653509,-104.9040732,,,
PARA TI MUJER,3111 LARIMER ST,Special Events,Denver,CO,39.7637624,-104.979182,,,
7-ELEVEN STORE 34442A,1726 CHAMPA STSUITE 150 ,Retail,Denver,CO,39.7476047,-104.9918709,,,
#VYBE,1027 BROADWAY ,Tavern,Denver,CO,39.732651,-104.987667,,,
CHOICE MARKET,1770 N BROADWAY ,Retail,Denver,CO,39.744453,-104.987074,,,
TACOS Y SALSAS #3,910 S FEDERAL BLVD,Hotel / Restaurant,Denver,CO,39.6998623,-105.0249474,,,
FINN'S MANOR,2927 LARIMER ST,Tavern,Denver,CO,39.761971,-104.9815782,,,
JOY WINE AND SPIRITS,1302 E 6TH AVE,Retail,None,None,39.7254105,-104.9714857,,,
LIQUOR LAND LLC,167 W ALAMEDA  A ,Retail,Denver,CO,39.7115532,-104.9915286,,,
TORCHY'S TACOS,8281 E NORTHFIELD BLVD,Hotel / Restaurant,Denver,CO,39.7860336,-104.8922124,,,
SAFEWAY STORE #2714,6220 E 14TH AVE,Retail,Denver,CO,39.7372568,-104.9156156,,,
MEAD ST STATION,3625 W 32ND AVE,Hotel / Restaurant,Denver,CO,39.7623338,-105.0352627,,,
THE NY PIZZA PUB,4340 W 35TH AVE,Hotel / Restaurant,Denver,CO,39.7656134,-105.043843,,,
CITY GRILLE,321 E COLFAX AVE,Hotel / Restaurant,Denver,CO,39.74021,-104.9828334,,,
THE REFINERY,1932 BLAKE ST,Tavern,Denver,CO,39.7536968,-104.9945982,,,
VOLUME RATE LIQUORS INC,7805 E 35TH AVE,Retail,Denver,CO,39.7661759,-104.8974584,,,
LC TACOS,2470 BROADWAY  UNIT 102 ,Hotel / Restaurant,Denver,CO,37.794209,-122.437789,,,
RODEWAY INN & SUITES/COMFORT INN,4380 N PEORIA ST,Tavern,Denver,CO,39.7754469,-104.8460548,,,
ISLAMORADA FISH COMPANY,7970 E NORTHFIELD BLVD,Hotel / Restaurant,Denver,CO,39.7810463,-104.8956588,,,
PJMA LLC,1200 E EVANS AVE,Retail,Denver,CO,39.6782851,-104.9731574,,,
PURLUXE NAILBAR,3250 E 1ST AVE,Hotel / Restaurant,Denver,CO,39.7176374,-104.9490304,,,
RUM RUNNER LIQUORS,5062 FEDERAL BLVD,Retail,Denver,CO,39.7885783,-105.0248531,,,
THE DAIRY BLOCK AND THE MAVEN HOTEL,1850 WAZEE ,Hotel / Restaurant,Denver,CO,39.753618,-104.9964355,,,
LA SANDIA MEXICAN RESTAURANT,8340 E 49TH AVE 1690 ,Hotel / Restaurant,Denver,CO,39.7821755,-104.8912815,,,
BISTRO BARBES,5021 E 28TH AVE,Hotel / Restaurant,Denver,CO,39.7567115,-104.9287671,,,
BROTHERS BAR & GRILL,1920 MARKET ST,Hotel / Restaurant,Denver,CO,39.7528158,-104.993984,,,
DENVER DRUG & LIQUOR,400 E COLFAX AVE,Retail,Denver,CO,39.7399113,-104.9821799,,,
GRAND COUNTY BLUES SOCIETY,900 AURARIA PKWY,Special Events,Denver,CO,39.7450774,-105.005976,,,
MASTER COMMUNITY ASSOCIATION,8371 E NORTHFIELD BLVD,Special Events,Denver,CO,39.7860362,-104.8910399,,,
WHISKEY BAR,2203 LARIMER ST,Tavern,Denver,CO,39.7550229,-104.9901254,,,
TAVERN DOWNTOWN AND COWBOY LOUNGE,1949 MARKET ST,Tavern,None,None,39.7535448,-104.9938986,,,
RIOJA,1431 LARIMER ST,Hotel / Restaurant,Denver,CO,39.7479311,-104.9994825,,,
THE GINN MILL,2041 LARIMER ST,Tavern,Denver,CO,39.7537513,-104.991985,,,
CAFE MONACO,2695 S MONACO STREET PKWY,Hotel / Restaurant,Denver,CO,39.662947,-104.9128237,,,
THE GROWHAUS,4751 N YORK ST,Special Events,Denver,CO,39.7826999,-104.9598726,,,
7 ELEVEN 13213A,567 E LOUISIANA AVE,Retail,Denver,CO,39.6933137,-104.9807622,,,
VOODOO COMEDY PLAYHOUSE,1260 22ND ST,Tavern,Denver,CO,39.7544118,-104.9900035,,,
KENTUCKY INN,890 S PEARL ,Tavern,Denver,CO,39.7004348,-104.9801291,,,
CIRCLE K STORE #2709842,4570 CHAMBERS RD,Retail,Denver,CO,39.7754443,-104.8092468,,,
ILLEGAL PETE'S,1851 W 38TH AVE,Hotel / Restaurant,Denver,CO,39.7695686,-105.0092171,,,
LOUNGE 5280 LLC CONCOURSE B,8600 PENA BLVD,Hotel / Restaurant,Denver,CO,39.8482417,-104.6727234,,,
"THE BINDERY, LTD",1817 CENTRAL ST,Hotel / Restaurant,Denver,CO,39.7606226,-105.006487,,,
DENVER DISTILLERY,244 S BROADWAY ,Brewery / Distillery,Denver,CO,39.7121735,-104.9873474,,,
